ID	Count Places	Average number of input transitions	Average number of output transitions
abc3caa3-f67f-4f5a-a22c-c0ce4529e496	0	NaN	NaN
7e0dd165-9c79-4542-bf0a-b0d9478a24fe	50	1.64	1.46
5738a5e4-5064-42b4-baf1-86edd934ffbf	50	1.64	1.46
f36a0428-5734-4331-b6f5-73d24a355da2	0	NaN	NaN
e6fc9ac5-cd5c-48ab-b71e-6c1442f2fa95	50	1.64	1.46
06300480-805d-4bbc-b1c2-9c6b9a056fa3	50	1.64	1.46
5c2f7010-ba7d-4530-81fc-1a98776e0f07	50	1.64	1.46
ea0db2a7-72d2-4e5c-bde1-9f43014cdd5a	50	1.64	1.46
72167525-39a0-4c28-aa59-9df692668159	50	1.64	1.46
6e4f8ec4-dc5b-44f1-b385-375020ab1873	50	1.64	1.46
fe6ba173-6bfc-4072-bb8c-8e0c591a126e	50	1.64	1.46
7cfe7373-3ff7-48b3-8a05-4597df162945	50	1.2	1.16
fde9039f-1894-459e-b711-ee2929d8ba89	100	1.42	1.38
0497c544-84d5-4f03-a25c-6c06b82204ca	200	1.71	1.69
a516e186-cb4e-47f8-bfe5-7cb232dab127	100	1.57	1.49
0a0d9ed4-e150-43ab-9b72-b1f9e172c2ad	100	1.57	1.51
37a190c1-7e0b-46d8-a1f6-3cdf13795ae2	50	1.48	1.46
2fcbeea7-12c3-441c-8e0a-16a0672e5041	50	1.48	1.46
57e42cc8-fe6a-4411-b415-5467ae4df525	50	1.48	1.46
78ede021-765a-4cdb-9e67-e688609eba7e	75	1.7066666666666668	1.6933333333333334
c65a6353-dbc2-43d0-b6c9-42b3943151a4	75	1.7066666666666668	1.6933333333333334
02c2b830-bab1-492a-bcbb-27a63a5e3017	75	1.7066666666666668	1.6933333333333334
5b5a1844-fbd7-4ba6-88ca-d4b0cf8c29b9	100	2.02	1.97
086f4a46-d61d-4237-a017-5a76b06e01e6	100	2.02	1.97
7c50d1ff-83be-4006-8f1a-74dc21c7f549	100	2.02	1.97
aeecb460-1cf0-409c-a1cb-7be624502fe8	150	2.3466666666666667	2.3133333333333335
ff1364d9-86bc-4b83-a311-dd9d15e86940	150	2.3466666666666667	2.3133333333333335
41aea741-87af-4588-a612-602dda7b2b90	150	2.3466666666666667	2.3133333333333335
ba44335d-f768-44c4-b700-646524f1612a	200	2.67	2.595
1fef34e2-266f-4ca2-8d2e-b9b77835fe19	200	2.67	2.595
11ad3fab-32fa-4d2a-8430-e9836a7803a4	200	2.67	2.595
a781f605-c6f5-4a3b-ba9f-9dcaa9396d0c	50	1.0	1.04
c3ec42d8-53b8-4a91-86c3-f2ab46302551	50	1.0	1.0
59cd07e2-a67a-47b6-8f3f-fe2eea4ae434	50	1.0	1.0
c35322d8-6835-4594-b473-faabff748b84	75	1.0266666666666666	1.3333333333333333
92b41f4c-002a-4e5d-8a6a-9009f48755b5	75	1.0133333333333334	1.1733333333333333
4a27e806-bdbf-4548-bf59-30414bc85452	75	1.04	1.1466666666666667
5df030de-675a-4853-a277-ea471b0d6b8a	100	1.07	1.45
5c354c71-3156-4565-8743-96274ad35da7	100	1.06	1.33
7a48a376-ca23-4039-9372-18d98ec71401	100	1.08	1.31
ad1cb7a4-39da-4f64-8a34-a698e1508688	150	1.2533333333333334	1.4333333333333333
372840d7-5870-4db5-b8b9-00dc97f1fe1f	150	1.1466666666666667	1.4466666666666668
06dc4a63-34da-4947-86b5-ae4a198985fa	150	1.1666666666666667	1.4266666666666667
61d7b27b-000d-40ed-8659-044f8103dcb8	200	1.38	1.635
fdf1736b-c2d1-4a63-81a1-cbff46e0469a	200	1.235	1.46
a852370f-5bc4-46eb-9a93-483c00b267e7	200	1.235	1.46
228dddc3-417a-4fd5-a3a2-b19879102d8e	50	2.26	2.32
2078a7ab-7386-490b-9a95-558d071a8f59	50	2.18	2.18
ef5257be-fd44-4863-a96b-10381bfac214	50	2.16	2.16
126c2a59-d782-4665-bb03-29b80e36547e	75	2.56	2.6133333333333333
e65d3563-d519-400f-b60f-d3edb90f8d4d	75	2.466666666666667	2.453333333333333
b201b154-a33f-4f2c-8a5d-239971cdc314	75	2.44	2.44
d0f73a03-f341-416a-9009-dec0524e52bc	100	2.88	2.93
00364cf2-9eb6-4f6b-9408-4a00197b3d07	100	2.77	2.77
285c2758-4d92-4563-be66-a23bda5b5708	100	2.75	2.75
5ea702fc-ef6f-494a-be85-89ad6a5c7266	117	3.1452991452991452	3.1880341880341883
c5fb7a80-3572-4905-9048-f5c57ceed7a3	125	3.112	3.112
7f3bc9cb-d4d0-4688-917d-848011688f7f	126	3.1031746031746033	3.1031746031746033
1af90d2c-9f7e-4c1b-9f5a-fb0c1410d331	117	3.1452991452991452	3.1880341880341883
4371dd19-349f-4170-b97f-553f2ecb3d9f	125	3.112	3.112
05fbdd23-38da-4c6c-9678-502966cf9ef8	126	3.1031746031746033	3.1031746031746033
4873576c-d558-4657-811d-8c4749c8c9da	9	1.0	1.0
6974e9f9-b906-40a9-b20a-b380f97a4a90	9	1.0	1.0
248c21f1-38c7-4ff3-8803-75bd7af15809	50	1.68	1.78
2d53f7a8-b73b-4328-9657-f3af2d7aa64d	50	1.68	1.78
80905151-85d7-4dc1-8daf-1a7f9096b5ae	50	1.68	1.78
abe5c332-9b31-4afd-b3df-818ef92a8d73	75	2.026666666666667	1.84
d50f4fa0-d819-4978-a8f9-b871132347de	75	2.026666666666667	1.84
16ae0582-576e-4dce-bb60-ee59a9e8f5ee	50	1.84	1.82
4b09910a-334a-45b8-9acc-b7cb90a6c851	100	2.16	2.09
0b981b6e-4a7b-4a9f-a848-76a09ebcbc4c	100	2.06	2.01
16cfd4c4-2a83-48dd-9bec-2f743d1e05a6	50	1.84	1.82
21f1932a-dda7-492f-b1e2-892cad84a260	100	2.16	2.09
dd4004c9-1bc6-4a94-9f3b-e17f379e63ec	150	2.34	2.2733333333333334
c6b2137a-969f-4b81-88d1-e959fbf3e622	335	2.734328358208955	2.7044776119402987
7a0de2ca-cf59-4fb3-b2a3-634c3d065376	50	1.84	1.82
2cfac8a5-69c6-4eae-8568-1439881be119	50	1.2	1.16
6391b865-1332-4bc0-85ae-7419cbffbfbd	50	1.2	1.16
e0452c3d-5ef3-4fba-99fa-495476fea217	50	1.14	1.2
7ff32281-74c5-4627-b46f-852b452be5d7	100	1.68	1.51
878e0765-9c7f-4f36-897a-417feb15542a	50	1.16	1.2
609c8023-0b78-499a-9c1a-234d88f14495	50	1.2	1.16
428464d7-52e3-4caf-8333-7c89bfafe58b	100	1.42	1.38
f26d8910-c908-43fd-8388-f6cfdbb4327a	100	1.53	1.47
3d90eed9-2798-4371-9809-e62a996614c1	50	1.18	1.24
6855990e-720b-45de-95e6-b12ccdf32ed0	12	1.5833333333333333	1.5833333333333333
d2c53113-9605-47ea-b3cf-232a3759de87	12	1.5833333333333333	1.5833333333333333
8d331ba5-f4bc-47e0-9e2e-db8fcdff6e10	30	1.7	1.7
3dcf31cc-9008-4527-9fdd-a2a211866b02	12	1.8333333333333333	1.8333333333333333
7ae0fe1c-229a-4c03-8590-b45f3b4c4508	25	1.72	1.72
683ead75-00f7-4a60-9948-bf9aaf2583ad	12	1.5833333333333333	1.5833333333333333
7603cdee-18a2-43ae-9d9d-78aa334d9717	12	1.5833333333333333	1.5833333333333333
db84fe77-de30-49b9-bf8d-79f3e70628c5	30	1.7	1.7
fa7fc0a9-5978-4e0c-9c5d-c4a8bb918cb8	12	1.8333333333333333	1.8333333333333333
0a58da73-fa0d-4b19-b815-5ea0c4b5bcd1	50	2.26	2.32
3f9ac667-93ce-46f2-9e52-a57c7b49665b	50	2.18	2.18
350ba6f6-a765-42b0-88b4-ba3e345f1aeb	50	2.16	2.16
fbb43095-753d-4255-be8c-ccb1a220a1cd	75	2.56	2.6133333333333333
792a0f28-ed02-4bda-b538-7bfab9da4c35	75	2.466666666666667	2.453333333333333
3517b2d7-2976-43c2-bbe3-f08cad27527a	75	2.44	2.44
b87dfeb0-f09e-4db1-8c25-b6b027d0886b	100	2.88	2.93
b79120b2-f3f8-4020-a5c4-5609f9a68413	100	2.77	2.77
41288d35-919d-4e37-87a2-fdda41d51678	100	2.75	2.75
cc242774-edc1-4b3b-9391-cbbe871db4f4	117	3.1452991452991452	3.1880341880341883
a0c2d1b9-5fca-45b5-a076-522ad94df9a8	125	3.112	3.112
c0a3eca4-5e69-4990-894d-35684d40987b	126	3.1031746031746033	3.1031746031746033
64eaca18-926d-453e-9515-975b81caa093	117	3.1452991452991452	3.1880341880341883
ea3136a6-23f4-463e-818d-716a46acb7b2	125	3.112	3.112
b298fb1c-fb2c-49b0-9f0e-26beda8505c1	50	2.26	2.32
b2fdedb0-6d9a-4345-b2a5-c13f4eb74a09	50	2.18	2.18
7dea6f53-3458-420f-914e-59bec0783334	50	2.16	2.16
be45bc0c-f2d5-40bc-813e-86b7fa3c2ccd	75	2.56	2.6133333333333333
ad52481c-3579-436f-89af-110c7dfcc64d	75	2.466666666666667	2.453333333333333
e241c3fa-1d68-470a-852b-2e9943899d57	75	2.44	2.44
b2e22890-c09b-49d9-b82c-efbdd08301aa	100	2.88	2.93
081e3f05-0020-49df-8adf-232c77e9c3df	100	2.77	2.77
fb87d771-655c-4654-8222-cd3801c6206c	100	2.75	2.75
871fd44d-a727-46f4-886d-87eab5c76978	117	3.1452991452991452	3.1880341880341883
b9973e64-1bc1-46d5-90d0-b5c12b8a0978	125	3.112	3.112
af376031-392d-491c-bf25-593e09caa5b7	126	3.1031746031746033	3.1031746031746033
d1e90d77-ac96-4f9c-8e84-bc7c94305d1a	117	3.1452991452991452	3.1880341880341883
f4506d02-c7e4-4d66-b989-7751a03aee05	125	3.112	3.112
cbace795-a36c-4bbc-8345-5f55efc1e411	50	2.26	2.32
3dd9b033-ce2d-4c37-bcd3-db6dd5fc1cdb	50	2.18	2.18
01b2eeeb-182c-482f-9db0-438211e9bd7c	50	2.16	2.16
c55bf842-c09c-4e83-8eac-345ef23d796c	75	2.56	2.6133333333333333
f3302c31-b967-41e7-a64e-322adf1ea018	75	2.466666666666667	2.453333333333333
ee49e233-f1fe-4ec3-a64a-33b45cef9d5f	75	2.44	2.44
f7cdeafe-103c-41df-8d94-d003634f18cd	100	2.88	2.93
d589ddb6-79aa-47ac-a8b3-8e7969d7ae50	100	2.77	2.77
710e137a-4c61-4250-9661-11030d6c0829	100	2.75	2.75
de84ed4b-ac63-4e83-a3e2-098a19c25ead	117	3.1452991452991452	3.1880341880341883
9b738ed2-8a03-4247-a8b0-79a676d85ec7	125	3.112	3.112
2e11741a-9a55-4c5a-9f36-86a9509cbaf8	126	3.1031746031746033	3.1031746031746033
ff7951c8-5f43-40a0-a095-0532da692a8c	117	3.1452991452991452	3.1880341880341883
bd0275a1-da5e-482b-b05e-88d3ba5a357e	125	3.112	3.112
4575f993-819e-49da-bad7-75ac5d3b7577	126	3.1031746031746033	3.1031746031746033
4baaf0c0-4583-45b7-90ba-f8ff708875c2	117	3.1452991452991452	3.1880341880341883
19ed6257-dbb5-4b6e-9420-6713eccd88a7	125	3.112	3.112
bfa1cc62-2e0e-423e-9fd6-075d3213f5c0	126	3.1031746031746033	3.1031746031746033
6a2a64e4-8f84-4554-99b2-e5bb04fd6143	50	1.48	1.46
05a38c98-1c91-41f3-bc74-72a7751c7d19	50	1.48	1.46
3eb4e884-9191-411e-9eb1-ad521d18e1c0	50	1.48	1.46
f8601d04-7ff9-48e0-9bda-b350ba3e6d9a	75	1.7066666666666668	1.6933333333333334
3b1211ce-38f8-4d2c-ac0d-43ecc4d6419f	75	1.7066666666666668	1.6933333333333334
1f80e742-c4c8-4fe6-87b7-60f29af4e24a	75	1.7066666666666668	1.6933333333333334
8633c3d6-0128-428c-ae57-6fde6d70b8c5	100	2.02	1.97
56fd0686-e193-4e9f-82f2-1d7e266a156b	100	2.02	1.97
7cf9d931-5c55-48a3-bb81-f4e0678ec93c	100	2.02	1.97
eacec41b-55ca-4cd3-8157-b769fcd9e23a	150	2.3466666666666667	2.3133333333333335
64ae0fc6-8b3b-425b-8cd4-45d0c581e932	150	2.3466666666666667	2.3133333333333335
a611f00f-0834-4d5a-999b-ea65a0f95547	150	2.3466666666666667	2.3133333333333335
47a05821-6367-424e-8524-acaf71df6405	200	2.67	2.595
fcff188d-0e73-4d6d-ad31-88ec60428c39	200	2.67	2.595
491f11d0-d702-4b51-9848-34377160bede	50	1.0	1.04
bdbd5eb0-1ae4-41d1-8b0b-1a370deeb515	50	1.0	1.0
c65ec374-8d54-46ec-ba49-d24f88ec5737	50	1.0	1.0
b64136a7-fb7d-487e-92b7-1f811c507cc4	75	1.0266666666666666	1.3333333333333333
349401ea-d346-464b-b29a-6c6610214b63	75	1.0133333333333334	1.1733333333333333
27d8fde3-fada-446e-93e1-b5a824e34356	75	1.04	1.1466666666666667
53b8455f-0d11-4d0f-8f15-fd707374356b	100	1.07	1.45
42218c4b-ca68-44db-9d7b-4af3dbfc91b5	100	1.06	1.33
ea2b7769-3e63-41ce-9230-1c6d6ec5ff41	100	1.08	1.31
bb982432-5fc8-48ab-9448-c7fac5481fcd	150	1.2533333333333334	1.4333333333333333
6887d81c-8a02-4911-9140-86938bdc4e9b	150	1.1466666666666667	1.4466666666666668
e1e0ed6a-87e7-4300-a7f1-faceb26a3985	150	1.1666666666666667	1.4266666666666667
9f8e608c-b75b-4ef8-bfc1-77dcacea6d26	200	1.38	1.635
6047c905-4afb-49a7-ac21-eb68f3606106	200	1.235	1.46
e0b9b339-c2ef-42a1-ae6b-ab547b3feda5	50	1.48	1.46
5ea5e371-6a5c-4f22-bc6f-8631788fc6de	28	1.3928571428571428	1.3928571428571428
e0c672dc-0879-479a-a7a1-6e92b8e272de	28	1.3928571428571428	1.3928571428571428
a79feb0b-9e78-4207-905f-af1856121ed7	28	1.3928571428571428	1.3928571428571428
f344f94d-ab9b-484b-97ca-69297ee41ac9	28	1.3928571428571428	1.3928571428571428
ea986fd8-3fa1-45c5-a308-ae52cc48b3f8	24	1.4583333333333333	1.4583333333333333
8c91ff95-c082-497b-8930-c26ac0e9907f	28	1.3928571428571428	1.3928571428571428
c8adef9a-24d5-4ada-ab8f-4451c1e4caea	28	1.3928571428571428	1.3928571428571428
4cc4a638-5f06-45b0-934e-ade7b4566c29	24	2.25	2.4583333333333335
e6bc46d1-9741-4359-bedc-5d12fc495c7a	28	1.3928571428571428	1.3928571428571428
327b6d0c-a30c-43e5-b407-44499a22b11c	24	2.25	2.4583333333333335
756e6410-9408-42a1-a182-f26f237957a2	28	1.3928571428571428	1.3928571428571428
3eab71fa-8643-4023-bb96-c3222553aefe	24	2.25	2.4583333333333335
08845507-3d24-46da-a6df-d90d58ed8250	28	1.3928571428571428	1.3928571428571428
c9ae13b9-1c59-400c-9260-6476aff5cfab	24	2.25	2.4583333333333335
3cd49514-b01b-4292-9c54-231e9ebdaf75	28	1.3928571428571428	1.3928571428571428
3ded9f44-c334-4959-b287-dc4b8525338f	24	2.25	2.4583333333333335
9e37d77d-4c10-4d51-bd76-65d2edbc73a4	28	1.3928571428571428	1.3928571428571428
6a9f35dc-16b8-4f2e-90a1-0886a448c432	24	2.25	2.4583333333333335
ceef893b-827e-46e5-829c-b5108e13770b	28	1.3928571428571428	1.3928571428571428
0541dd28-5c0f-4ee9-bc74-920da474990c	24	2.25	2.4583333333333335
fb83e151-a6b8-4667-b8c3-09d381e7817e	28	1.3928571428571428	1.3928571428571428
effbe555-92d3-44c3-aea4-4b62261b6d6b	24	2.25	2.4583333333333335
198df69d-ddaf-4a65-9e49-464f22fb7731	28	1.3928571428571428	1.3928571428571428
16c2c53d-96e3-4d90-bee7-325d03708ce9	24	2.25	2.4583333333333335
d2ede706-9f01-40ca-b53e-069250e377b6	37	1.4864864864864864	1.4864864864864864
f0a6aa29-ec21-4da0-ac99-729de8a3baba	22	2.090909090909091	2.227272727272727
34df1bea-46a4-4c16-9faf-c93debbbe766	37	1.4864864864864864	1.4864864864864864
870830f2-e89d-4aa3-9483-21354931eead	22	2.090909090909091	2.227272727272727
ee2cd0f0-253d-4a60-a0f5-bab675c72c90	37	1.4864864864864864	1.4864864864864864
dcc5b776-2787-4dfb-b859-29c3c8b74ecd	22	2.090909090909091	2.227272727272727
84fb242b-700f-4bb8-89f1-b11538e8a9fc	37	1.4864864864864864	1.4864864864864864
691727da-3356-4256-9fb3-16d2e708e244	22	2.090909090909091	2.227272727272727
8bce66bf-b99b-4724-8695-7c02ffe9fd47	37	1.4864864864864864	1.4864864864864864
4919f010-27ff-4971-8caa-a9f420dcddab	22	2.090909090909091	2.227272727272727
4a5258f6-4e6f-4a47-8a04-ab2355050512	37	1.4864864864864864	1.4864864864864864
28acee8b-78d6-43ef-87d2-9619c670e8a5	22	2.090909090909091	2.227272727272727
973ce231-06d1-4774-915f-af0a818d4232	38	1.4736842105263157	1.4736842105263157
117aaecc-d5b2-4ea0-aafc-fb49a22c2ffa	22	2.090909090909091	2.227272727272727
972e89ca-a001-4985-9a90-8635c8994f12	37	1.4864864864864864	1.4864864864864864
38308ef3-d122-4573-9f9d-b27368eded3e	22	2.090909090909091	2.227272727272727
b10a39aa-bbde-4974-bc95-16e5df43fb1f	37	1.4864864864864864	1.4864864864864864
aef3628b-e124-43a3-a6dc-333fa30db2b0	22	2.090909090909091	2.227272727272727
5e4d30e5-fa5f-4e3c-9156-94e409e0e62c	50	1.34	1.5
a3e02162-c803-4a01-9bb8-490916542017	46	1.6304347826086956	1.565217391304348
5d93e204-70c3-44cd-998a-3bf5691df48a	50	1.42	1.54
c66ee901-3c10-4335-95c6-59f48879ed95	46	1.6304347826086956	1.565217391304348
c11a22fc-f219-4363-8b73-a637cf6f8d22	50	1.34	1.5
7c429934-cfa4-4cf2-9802-41e1e9257cda	46	1.6304347826086956	1.565217391304348
bd8d038f-10ff-4f41-a76f-c666adc72ac5	56	1.5714285714285714	1.5714285714285714
038e5da0-ad65-407f-9d97-83d84592fe87	46	1.6304347826086956	1.565217391304348
fbd54937-04a6-452f-8f48-0505fc4ddef0	57	1.5614035087719298	1.5614035087719298
a1eb9c12-7262-4128-80de-79f5614aabf1	46	1.6304347826086956	1.565217391304348
4251a70c-bf35-407e-8b03-ae32cf7383ce	56	1.5714285714285714	1.5714285714285714
780dd590-0239-4911-908d-df69c2b911df	46	1.6304347826086956	1.565217391304348
a736264c-d057-4529-aa88-d161471666dc	56	1.5714285714285714	1.5714285714285714
5b007c97-2ecc-4d5a-b56a-955a89753b93	46	1.6304347826086956	1.565217391304348
dd3829d7-291d-4e71-a83a-c1f229023c62	56	1.5714285714285714	1.5714285714285714
f5e2dc02-44e5-41e8-8e10-9130e42ddbe2	46	1.6304347826086956	1.565217391304348
27a98204-7a3e-49ec-8117-be90fad7f16b	56	1.5714285714285714	1.5714285714285714
a2820905-5e96-46dc-adca-4a929cc4ed71	46	1.6304347826086956	1.565217391304348
82d67486-976a-448e-b087-3e26f0d293c7	11	1.4545454545454546	1.5454545454545454
9234b4fb-8711-4f3f-82c8-b1383b13ab48	12	1.5	1.5
203bba37-fddf-450c-8fec-837d62213bd0	11	1.5454545454545454	1.5454545454545454
22eda992-a1ef-4f9d-a9f2-3fb85291819e	12	1.5	1.5
c17df96f-6ee8-4f25-bd28-a51fa6e1f9b3	11	1.5454545454545454	1.5454545454545454
69b8d554-f545-423e-8323-5652ff10d0df	12	1.5	1.5
58477d99-9384-4f9a-89e8-34c09240978f	11	1.4545454545454546	1.5454545454545454
be79715f-e7d4-491d-92dc-8cfddbd2432b	12	1.5	1.5
a1d8eba0-d177-4832-99b5-88d368d7a36c	11	1.5454545454545454	1.5454545454545454
24aaaba7-5b05-4ae5-bc9a-2fd7239e6a0b	12	1.5	1.5
128be2a0-1a4d-439b-b7db-5f2eb2ebd5f9	11	1.5454545454545454	1.5454545454545454
03294276-7d02-4399-806b-70e56ec8d866	12	1.5	1.5
ff991882-389c-4e95-b710-f530f6f515b3	11	1.4545454545454546	1.5454545454545454
9ad44982-403a-4605-9ca5-b2963d9c19e8	12	1.5	1.5
e99c2cca-3136-466c-b7fc-83778f2b7de3	11	1.5454545454545454	1.5454545454545454
1585f3fc-984d-4f8f-911d-aae06882aad4	12	1.5	1.5
de421092-872a-4f4f-bbe7-4d76aab52e43	11	1.5454545454545454	1.5454545454545454
159f24f0-26a7-4ad9-ac6f-43eb16c46836	12	1.5	1.5
c0c029c4-9d32-4203-a52b-d1e9a39b960b	50	1.48	1.38
dd28b824-5efd-4896-b16c-a1ae53267711	50	1.48	1.38
707104af-4e13-4076-940c-c66e14c94cd7	12	1.5	1.5
0d9b5fae-2dd2-4867-997e-60f3bfb83885	24	1.375	1.2916666666666667
ce0438ad-cdf6-4ccc-bfc2-45ffd9297c45	12	1.5	1.5
b7bca027-c6cb-4935-8a67-33016e1fd550	24	1.375	1.2916666666666667
195e4682-210a-4d17-8e30-aa2d6470f629	12	1.5	1.5
687d7e6f-e2e5-4596-97d5-50de0f1e9ac7	24	1.375	1.2916666666666667
b8c4ead0-3d7c-43c0-b90f-a2967eb35287	12	1.5	1.5
a69858fc-555b-423d-b964-c8203e6578db	24	1.375	1.2916666666666667
5e2f9381-1002-4c2f-9825-6c67f8ee0d0f	12	1.5	1.5
599fc115-9bb9-425d-bf82-aeab13371af1	24	1.375	1.2916666666666667
1a543bd4-c198-444e-aac6-8be0013d309c	12	1.5	1.5
83eecd41-0842-43f1-9abd-a18692eac9e1	24	1.375	1.2916666666666667
f03ebbaa-bea7-4a3c-9884-2adf9e8a329b	12	1.5	1.5
f36588d7-3abd-418e-aaf4-0a117dccecc3	24	1.375	1.2916666666666667
d433717c-53d9-4ccd-9fe6-1f4f02a7fe96	12	1.5	1.5
84bd8875-bd47-4a96-82ef-366a8cb474e0	24	1.375	1.2916666666666667
581bb0b4-d0c9-4b4f-8c29-f162fe2a4c17	12	1.5	1.5
5eda83a4-7a59-4901-a35a-ce49f5f1e8ef	24	1.375	1.2916666666666667
d289afc8-2b3d-4504-9769-cd52850218f3	50	1.06	1.26
5ac4c315-d361-4c57-9504-6407623bf859	50	1.06	1.26
3458a9b5-d28e-4394-a469-a36454daf9f4	50	1.06	1.26
bdd2e545-d5d7-4549-8f93-3748e326009b	75	1.3466666666666667	1.4933333333333334
2df15beb-1608-4984-9fef-59258b569942	75	1.3466666666666667	1.4933333333333334
34d1662a-4a41-4ceb-a39b-80a1ebf8363b	75	1.3466666666666667	1.4933333333333334
34e044c0-5774-419c-afb8-e9274b53ab8d	84	1.7023809523809523	1.7023809523809523
88f208cf-4dee-46e7-b7df-6bd5ab4ecbd1	84	1.7023809523809523	1.7023809523809523
4877ba0b-f40d-45e3-8f21-fbfb9183aae7	84	1.7023809523809523	1.7023809523809523
5382042c-74cb-472c-8d83-78cb2f6ec671	24	2.25	2.4583333333333335
2fc79e8b-ce3a-473f-af17-2feee975e3f7	24	2.25	2.4583333333333335
793b56e6-1c0c-4e39-b7ee-381d9a1f0d67	24	2.25	2.4583333333333335
d96424ea-25e8-4f47-801c-9e8969d7f93a	22	2.090909090909091	2.227272727272727
9b43f703-7ed2-43f7-90c0-d98a123e354b	22	2.090909090909091	2.227272727272727
38cc7630-04b4-494b-8c59-2b3465b62770	22	2.090909090909091	2.227272727272727
0a26ab7f-2adc-4ac3-a654-b0eb78b164f6	46	1.6304347826086956	1.565217391304348
6168d42e-a6ff-4f1f-ba13-00c14f10ff9a	46	1.6304347826086956	1.565217391304348
8c06c9c1-96be-4c80-999c-e04b18452a0e	46	1.6304347826086956	1.565217391304348
f46ab800-6719-47ca-bd1b-6b31a96369c3	12	1.5	1.5
1dc11354-b187-4da0-a466-ffc0c0af0fdd	12	1.5	1.5
5b8af0c9-f00f-4df4-b5e4-7acf5fa74853	12	1.5	1.5
d8c0dd0d-eea3-4596-b268-0aeb14351ff3	24	1.375	1.2916666666666667
54c54512-e4ca-4daf-b0cf-ecdf1fecfa50	24	1.375	1.2916666666666667
fd7f4773-2ea9-43ef-b2ad-d2dd9bccf459	24	1.375	1.2916666666666667
4c80cf45-d31f-4cf5-9c16-b18a9b3d3d3a	50	1.06	1.26
6b803c30-4096-493d-a274-b6720b83ebe4	75	1.3466666666666667	1.4933333333333334
a29e7c4b-0cc5-49eb-9458-e753d9851096	84	1.7023809523809523	1.7023809523809523
daf22ad8-6597-44f2-8ad5-e5bf4b1e3381	50	1.06	1.26
8191fedd-8e43-4eb2-9f2d-65eb0c174359	46	1.6304347826086956	1.565217391304348
8107b667-d960-4648-88d2-cd0ec4e2f67f	50	1.42	1.54
ffee73e3-9700-4c63-aaec-425a91ed46dc	50	1.42	1.54
421b82ff-0d81-468a-b376-00f6a980e16a	50	1.42	1.54
f47fc215-db47-4b67-b704-c0f5f2303527	50	1.42	1.54
f532545b-cab9-4a9d-aa15-a5cbbd72e4a3	3	1.0	1.3333333333333333
e1f28d5a-3326-4971-9e9e-ec2212f25e39	16	1.0	1.0
fc0757d7-faee-40c5-8c0b-f08df1450796	24	1.0	1.0
30319b46-3c1e-4e65-aa2f-201c4811f547	56	1.5714285714285714	1.5714285714285714
f079b94b-7426-45d7-9477-723a1891e98a	56	1.5714285714285714	1.5714285714285714
d665ad53-d481-44ab-a30f-ecf26d00d538	56	1.5714285714285714	1.5714285714285714
af1240a4-4a92-4314-a1f6-2329f20b2cf6	56	1.5714285714285714	1.5714285714285714
2b5cfca6-e249-495e-ba52-6d54f736aedc	92	1.6304347826086956	1.6304347826086956
7924e517-498e-44f8-9731-30b0543de4c3	99	1.606060606060606	1.606060606060606
43ae6fa9-ad6b-4e75-a660-4004fadb937c	99	1.606060606060606	1.606060606060606
f6aee530-408b-4226-b1cf-d38087a04fdc	99	1.606060606060606	1.606060606060606
a3f9437a-ff3c-42b6-8d92-01830a599367	50	1.68	1.78
1151b6f2-0a5f-42f9-aa94-2347c94b3dbe	50	1.68	1.78
